10818.48;967.27;10-02-17 22:33 PM 
10818.48;967.27;10-02-17 22:33 PM 
10833.71;967.87;10-02-17 22:38 PM 
10833.71;967.87;10-02-17 22:38 PM 
10841.22;968.14;10-02-17 22:40 PM 
10841.22;968.14;10-02-17 22:40 PM 
10841.99;968.47;10-02-17 22:41 PM 
10841.99;968.47;10-02-17 22:41 PM 
10841.99;968.47;10-02-17 22:41 PM 
10841.99;968.47;10-02-17 22:41 PM 
10842.5;968.63;10-02-17 22:41 PM 
10842.5;968.63;10-02-17 22:41 PM 
10842.5;968.63;10-02-17 22:41 PM 
10842.5;968.63;10-02-17 22:41 PM 
10842.5;968.63;10-02-17 22:41 PM 
10842.5;968.63;10-02-17 22:41 PM 
10851.14;968.64;10-02-17 22:42 PM 
10851.14;968.64;10-02-17 22:42 PM 
10851.14;968.64;10-02-17 22:42 PM 
10851.14;968.64;10-02-17 22:42 PM 
10851.14;968.64;10-02-17 22:42 PM 
10850.67;968.74;10-02-17 22:42 PM 
10850.67;968.74;10-02-17 22:42 PM 
10850.67;968.74;10-02-17 22:42 PM 
10850.67;968.74;10-02-17 22:42 PM 
10850.67;968.74;10-02-17 22:42 PM 
10869.82;969.29;10-02-17 22:43 PM 
10869.82;969.29;10-02-17 22:43 PM 
10869.82;969.29;10-02-17 22:43 PM 
10869.82;969.29;10-02-17 22:43 PM 
10869.82;969.29;10-02-17 22:43 PM 
10869.82;969.29;10-02-17 22:43 PM 
10869.82;969.29;10-02-17 22:43 PM 
10870.31;969.29;10-02-17 22:43 PM 
10870.31;969.29;10-02-17 22:43 PM 
10870.31;969.29;10-02-17 22:43 PM 
10870.21;969.35;10-02-17 22:45 PM 
10870.21;969.35;10-02-17 22:45 PM 
10870.21;969.35;10-02-17 22:45 PM 
10870.21;969.35;10-02-17 22:45 PM 
10870.21;969.35;10-02-17 22:45 PM 
10869.22;969.36;10-02-17 22:45 PM 
10869.22;969.36;10-02-17 22:45 PM 
10869.22;969.36;10-02-17 22:45 PM 
10869.22;969.36;10-02-17 22:45 PM 
10869.22;969.36;10-02-17 22:45 PM 
10856.5;969.16;10-02-17 22:50 PM 
10856.5;969.16;10-02-17 22:50 PM 
10856.5;969.16;10-02-17 22:50 PM 
10856.5;969.16;10-02-17 22:50 PM 
10858.96;969.15;10-02-17 22:50 PM 
10858.96;969.15;10-02-17 22:50 PM 
10858.96;969.15;10-02-17 22:50 PM 
10858.96;969.15;10-02-17 22:50 PM 
10858.96;969.15;10-02-17 22:50 PM 
10858.96;969.15;10-02-17 22:50 PM 
10859.22;969.16;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10856.69;969.13;10-02-17 22:51 PM 
10858.25;969.15;10-02-17 22:51 PM 
10858.25;969.15;10-02-17 22:51 PM 
10856.57;969.47;10-02-17 22:53 PM 
10856.57;969.47;10-02-17 22:53 PM 
10856.57;969.47;10-02-17 22:53 PM 
10857.06;969.4;10-02-17 22:53 PM 
10857.06;969.4;10-02-17 22:53 PM 
10857.06;969.4;10-02-17 22:53 PM 
10857.06;969.4;10-02-17 22:53 PM 
10857.06;969.4;10-02-17 22:53 PM 
10857.06;969.4;10-02-17 22:54 PM 
10857.88;969.32;10-02-17 22:54 PM 
10857.49;969.24;10-02-17 22:54 PM 
10857.49;969.24;10-02-17 22:54 PM 
10857.49;969.24;10-02-17 22:54 PM 
10857.49;969.24;10-02-17 22:54 PM 
10857.49;969.24;10-02-17 22:54 PM 
10857.49;969.24;10-02-17 22:54 PM 
10856.25;969.25;10-02-17 22:54 PM 
10856.25;969.25;10-02-17 22:54 PM 
10856.25;969.25;10-02-17 22:54 PM 
10856.25;969.25;10-02-17 22:54 PM 
10857.31;969.2;10-02-17 22:54 PM 
10857.31;969.2;10-02-17 22:54 PM 
10857.31;969.2;10-02-17 22:54 PM 
10857.31;969.2;10-02-17 22:54 PM 
10857.31;969.2;10-02-17 22:54 PM 
10856.74;969.19;10-02-17 22:54 PM 
10856.74;969.19;10-02-17 22:54 PM 
10856.74;969.19;10-02-17 22:55 PM 
10856.74;969.19;10-02-17 22:55 PM 
10856.74;969.19;10-02-17 22:55 PM 
10850.13;969.31;10-02-17 22:55 PM 
10850.13;969.31;10-02-17 22:55 PM 
10850.13;969.31;10-02-17 22:56 PM 
10850.13;969.31;10-02-17 22:56 PM 
10850.13;969.31;10-02-17 22:56 PM 
10850.13;969.31;10-02-17 22:56 PM 
10847.4;969.31;10-02-17 22:56 PM 
10847.4;969.31;10-02-17 22:56 PM 
10847.4;969.31;10-02-17 22:56 PM 
10847.4;969.31;10-02-17 22:56 PM 
10819.01;967.68;10-02-17 22:58 PM 
10819.01;967.68;10-02-17 22:58 PM 
10818.24;967.69;10-02-17 22:58 PM 
10818.24;967.69;10-02-17 22:58 PM 
10818.24;967.69;10-02-17 22:58 PM 
10818.24;967.69;10-02-17 22:58 PM 
10818.24;967.69;10-02-17 22:58 PM 
10818.24;967.69;10-02-17 22:58 PM 
10815.2;967.65;10-02-17 22:58 PM 
10815.2;967.65;10-02-17 22:58 PM 
10812.04;967.43;11-02-17 23:01 PM 
10812.04;967.43;11-02-17 23:01 PM 
10812.04;967.43;11-02-17 23:01 PM 
10812.04;967.43;11-02-17 23:01 PM 
10814.46;967.43;11-02-17 23:01 PM 
10814.46;967.43;11-02-17 23:01 PM 
10814.46;967.43;11-02-17 23:01 PM 
10814.46;967.43;11-02-17 23:01 PM 
10814.46;967.43;11-02-17 23:01 PM 
10814.46;967.43;11-02-17 23:01 PM 
